read_code,read_term
e916.,ARPIMYCIN 250mg/5mL sugar free suspension
e917.,ARPIMYCIN 500mg/5mL sugar free suspension
e918.,*ERYCEN 250mg tablets
e919.,*ERYCEN 500mg tablets
e91A.,ERYTHROPED FORTE granules 500mg/sachet
e91B.,ERYTHROPED P.I. granules 125mg/sachet
e91C.,ERYTHROPED P.I. 125mg/5mL sugar free suspension 140mL
e91D.,ERYTHROPED 250mg/5mL sugar free suspension 140mL
e91E.,ERYTHROMYCIN 125mg/5mL sugar free suspension
e91F.,ERYTHROMYCIN 250mg/5mL sugar free suspension
e91G.,*ROMMIX-125 suspension
e91H.,*ROMMIX-250 tablets
e91I.,KERYMAX 250mg e/c granules in capsules
e91J.,*ROMMIX-500 tablets
e91K.,ERYTHROCIN 1g intravenous infusion
e91L.,*ERYTHROMYCIN 250mg capsules
e91M.,ERYTHROMYCIN 125mg/sachet granules
e91N.,ERYTHROMYCIN 250mg/sachet granules
e91P.,ERYTHROMYCIN 500mg/sachet granules
e91Q.,ERYTHROMYCIN 1g/sachet granules
e91R.,ERYTHROMYCIN 500mg/5mL sugar free suspension
e91S.,TILORYTH 250mg e/c granules in capsules
e91T.,ERYMIN 250mg/5mL sugar free suspension
e91U.,ARPIMYCIN 125mg/5mL suspension
e91V.,ARPIMYCIN 250mg/5mL suspension
e91W.,ARPIMYCIN 500mg/5mL suspension
e91X.,ERYTHROMYCIN 250mg e/c granules in capsules
e91Y.,ERYTHROPED FORTE SF 500mg/5mL sugar free suspension
e91Z.,PRIMACINE 125mg/5mL suspension 100mL
e91a.,ERYMAX 250mg e/c granules in capsules
e91b.,ERYTHROCIN 250mg tablets
e91c.,ERYTHROCIN 500mg tablets
e91d.,ERYTHROMYCIN LACTOBION 1g intravenous injection
e91e.,*ERYTHROLAR 250mg tablets
e91f.,*ERYTHROLAR 500mg tablets
e91g.,ERYTHROLAR 250mg/5mL suspension
e91h.,*ERYTHROMID 250mg tablets
e91i.,*ERYTHROMID DS 500mg tablets
e91j.,ERYTHROPED P.I. 125mg/5mL suspension
e91k.,ERYTHROPED 250mg/5mL suspension 140mL
e91l.,ERYTHROPED 250mg/sachet sugar free granules
e91m.,ERYTHROPED FORTE 500mg/5mL suspension
e91n.,ERYTHROPED A 500mg tablets
e91o.,*ILOSONE 250mg capsules
e91p.,*ILOSONE 500mg tablets
e91q.,*ILOSONE 125mg/5mL suspension
e91r.,ILOSONE FORTE 250mg/5mL suspension
e91s.,*ILOTYCIN 250mg tablets
e91t.,RETCIN 250mg tablets
e91u.,ERYTHROMYCIN 125mg/5mL suspension
e91v.,ERYTHROMYCIN 250mg/5mL suspension
e91w.,ERYTHROMYCIN 500mg/5mL suspension
e91x.,ERYTHROPED A 1g/sachet granules
e91y.,ERYMAX SPRINKLE 125mg capsules
e91z.,ERYTHROPED 250mg/sachet granules
e92..,CLARITHROMYCIN
e921.,CLARITHROMYCIN 250mg tablets
e922.,KLARICID 250mg tablets 14CP
e923.,CLARITHROMYCIN 125mg/5mL paediatric suspension
e924.,KLARICID 125mg/5mL paediatric suspension
e925.,CLARITHROMYCIN 500mg injection (pdr for recon)
e926.,KLARICID IV 500mg injection (pdr for recon)
e927.,CLARITHROMYCIN 500mg tablets
e928.,KLARICID 500mg tablets
e929.,CLARITHROMYCIN 500mg m/r tablets
e92A.,KLARICID XL 500mg m/r tablets
e92B.,CLARITHROMYCIN 250mg/sachet granules
e92C.,KLARICID adult 250mg/sachet granules
e92D.,CLARITHROMYCIN 250mg/5mL paediatric suspension
e92E.,KLARICID 250mg/5mL paediatric suspension
e92F.,CLARITHROMYCIN 125mg granules straw
e92G.,*CLAROSIP 125mg granules straw
e92H.,CLARITHROMYCIN 187.5mg granules straw
e92I.,CLAROSIP 187.5mg granules straw
e92J.,CLARITHROMYCIN 250mg granules straw
e92K.,CLAROSIP 250mg granules straw
e92L.,XETININ XL 500mg m/r tablets
e92M.,FEBZIN XL 500mg m/r tablets
e92N.,MYCIFOR XL 500mg m/r tablets
e93..,AZITHROMYCIN DIHYDRATE
e931.,AZITHROMYCIN 250mg capsules
e932.,AZITHROMYCIN 40mg/mL suspension
e933.,ZITHROMAX 250mg capsules
e934.,ZITHROMAX 40mg/mL suspension 15mL
e935.,ZITHROMAX 40mg/mL suspension 22.5mL
e936.,ZITHROMAX 40mg/mL suspension 30mL
e937.,AZITHROMYCIN 500mg tablets
e938.,*ZITHROMAX 500mg tablets
e939.,CLAMELLE AZITHROMYCIN 500mg tablets
e93C.,ZEDBAC 500mg powder for solution for infusion
e93D.,AZITHROMYCIN 500mg powder for solution for injection
e94..,SPIRAMYCIN
e941.,SPIRAMYCIN 250mg tablets
e942.,ROVAMYCINE 250mg tablets
e943.,SPIRAMYCIN 125mg/5mL syrup
e944.,ROVAMYCINE 125mg/5mL syrup
e95..,ERYTHROMYCIN [2]
e951.,PRIMACINE 125mg/5mL suspension 140mL
e952.,PRIMACINE 250mg/5mL suspension 100mL
e953.,PRIMACINE 250mg/5mL suspension 140mL
e954.,PRIMACINE 500mg/5mL suspension 100mL
e955.,PRIMACINE 500mg/5mL suspension 140mL
e96..,TELITHROMYCIN
e961.,TELITHROMYCIN 400mg tablets
e96a.,KETEK 400mg tablets
ea1..,CLINDAMYCIN
ea11.,DALACIN C 75mg capsules
ea12.,DALACIN C 150mg capsules
ea13.,DALACIN C 75mg/5mL paediatric suspension
ea14.,DALACIN C PHOSPHATE 300mg/2mL injection
ea15.,DALACIN C PHOSPHATE 600mg/4mL injection
ea1v.,CLINDAMYCIN 75mg capsules
ea1w.,CLINDAMYCIN 150mg capsules
ea1x.,*CLINDAMYCIN 75mg/5mL syrup
ea1y.,CLINDAMYCIN 300mg/2mL injection
ea1z.,CLINDAMYCIN 600mg/4mL injection
eg6..,CIPROFLOXACIN
eg61.,CIPROXIN 250mg tablets
eg62.,CIPROXIN 100mg/50mL intravenous infusion
eg63.,CIPROXIN 200mg/100mL intravenous infusion
eg64.,CIPROXIN 500mg tablets
eg65.,CIPROXIN 750mg tablets
eg66.,CIPROXIN 400mg/200mL intravenous infusion
eg67.,CIPROFLOXACIN 100mg tablets
eg68.,*CIPROXIN 100mg tablets
eg69.,CIPROFLOXACIN 5g/100mL oral suspension
eg6A.,CIPROXIN 5g/100mL oral suspension
eg6u.,CIPROFLOXACIN 2mg/mL intravenous infusion 200mL
eg6v.,CIPROFLOXACIN 750mg tablets
eg6w.,CIPROFLOXACIN 500mg tablets
eg6x.,CIPROFLOXACIN 250mg tablets
eg6y.,CIPROFLOXACIN 2mg/mL intravenous infusion 50mL
eg6z.,CIPROFLOXACIN 2mg/mL intravenous infusion 100mL
eg8..,OFLOXACIN
eg81.,OFLOXACIN 200mg tablets
eg82.,TARIVID 200mg tablets
eg83.,TARIVID 200mg/100mL intravenous infusion
eg84.,OFLOXACIN 200mg/100mL intravenous infusion
eg85.,TARIVID 100mg/50mL intravenous infusion
eg86.,OFLOXACIN 100mg/50mL intravenous infusion
eg87.,TARIVID 400mg tablets
eg88.,OFLOXACIN 400mg tablets
egC..,LEVOFLOXACIN
egC1.,LEVOFLOXACIN 250mg tablets
egC2.,LEVOFLOXACIN 500mg tablets
egC3.,LEVOFLOXACIN 500mg/100mL intravenous infusion
egC4.,TAVANIC 250mg tablets
egC5.,TAVANIC 500mg tablets
egC6.,TAVANIC 500mg/100mL intravenous infusion
egCB.,LEVOFLOXACIN 250mg/50mL solution for infusion
egCC.,EVOXIL 250mg/50mL solution for infusion
egCD.,EVOXIL 500mg/100mL solution for infusion
egCE.,EVOXIL 250mg tablets
egCF.,EVOXIL 500mg tablets
egD..,MOXIFLOXACIN
egD1.,MOXIFLOXACIN 400mg tablets
egD2.,AVELOX 400mg tablets
egD3.,AVELOX 400mg/250mL solution for infusion
egD4.,MOXIFLOXACIN 400mg/250mL solution for infusion
g52..,CLINDAMYCIN PHOSPHATE
lb71.,TETRACYCLINE 125mg/5mL mixture
x000J,Ampicillin+cloxacillin
x001n,Cefuroxime+metronidazole
x002A,Co-amoxiclav
x002F,Co-fluampicil
x009C,Penicillin
x009U,Piperacillin+tazobactam
x009W,Pivampicillin+pivmecillinam
x00BK,Ticarcillin+clavulanic acid
x00LB,Erythromycin 500mg e/c tablet
x00QN,Securopen 5g infusion set
x00Rq,Bicillin injection (pdr for recon)
x00Y1,Zithromax 200mg/5mL oral suspension
x00YU,Suprax 100mg/5mL paediatric oral suspension
x00Zq,Aureomycin powder
x00Zv,Chlortetracycline hydrochloride powder
x00bg,Pivampicillin 175mg/5mL s/f suspension
x00bh,Pondocillin 175mg/5mL s/f suspension
x00eN,Erythroped 250mg/5mL suspension
x00eO,Erythroped PI SF 125mg/5mL suspension
x00eP,Erythroped SF 250mg/5mL suspension
x00eS,Ladropen 125mg/5mL suspension
x00fR,Klaricid 250mg tablet
x01HU,Oral cefuroxime
x01HV,Parenteral cefuroxime
x01Hl,Oral clindamycin
x01Hm,Parenteral clindamycin
x01Ho,Oral erythromycin
x01Hp,Parenteral erythromycin
x01Hy,Oral amoxycillin
x01Hz,Parenteral amoxycillin
x01I0,Oral ampicillin
x01I1,Parenteral ampicillin
x01I2,Bacampicillin
x01I3,Talampicillin
x01I4,Carfecillin
x01I5,Oral flucloxacillin
x01I6,Parenteral flucloxacillin
x01I7,Methicillin
x01I8,Pivmecillinam
x01I9,Combined penicillin preparation
x01IE,Chlortetracycline
x01IG,Demeclocycline
x01IH,Oral tetracycline
x01II,Parenteral tetracycline
x02Lo,Benzylpenicillin
x02Lp,Tetracyclines
x02Lq,Tetracycline
x04xD,Primacine 125mg/5mL suspension
x04xE,Primacine 250mg/5mL suspension
x04xF,Primacine 500mg/5mL suspension
